amfi_code,fund_house,scheme_name,category,sub_category,plan,launch_date,benchmark,expense_ratio_pct,exit_load_pct,min_sip_amount,min_lumpsum_amount,fund_manager,risk_category,sebi_category_code,source_file,[TRUNCATED_CONTENT_REPLACED_WITH_FULL_FILE_FOR_MOVE],date,aum_lakh_crore,aum_crore,num_schemes,month,sip_inflow_crore,active_sip_accounts_crore,new_sip_accounts_lakh,sip_aum_lakh_crore,yoy_growth_pct,net_inflow_crore,total_folios_crore,equity_folios_crore,debt_folios_crore,hybrid_folios_crore,others_folios_crore,return_1yr_pct,return_3yr_pct,return_5yr_pct,benchmark_3yr_pct,alpha,beta,sharpe_ratio,sortino_ratio,std_dev_ann_pct,max_drawdown_pct,morningstar_rating,risk_grade,investor_id,transaction_date,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,stock_symbol,stock_name,sector,weight_pct,market_value_cr,current_price_inr,portfolio_date,index_name,close_value,nav
,,,,,,,,,,,,,,,06_industry_folio_count.csv,,,,,,2025-03,,,,,,,23.45,16.42,3.28,1.41,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,06_industry_folio_count.csv,,,,,,2025-04,,,,,,,23.89,16.72,3.34,1.43,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,06_industry_folio_count.csv,,,,,,2025-07,,,,,,,24.57,17.2,3.44,1.47,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,06_industry_folio_count.csv,,,,,,2025-08,,,,,,,24.89,17.42,3.48,1.49,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,06_industry_folio_count.csv,,,,,,2025-09,,,,,,,25.19,17.63,3.53,1.51,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,06_industry_folio_count.csv,,,,,,2025-10,,,,,,,25.6,17.92,3.58,1.54,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,06_industry_folio_count.csv,,,,,,2025-12,,,,,,,26.12,18.28,3.66,1.57,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119551.0,SBI Mutual Fund,SBI Bluechip Fund - Regular Plan - Growth,Large Cap,,Regular,,,1.54,,,,,,,07_scheme_performance.csv,,,,14288.0,,,,,,,,,,,,,,12.42,12.36,14.45,11.49,0.87,0.89,0.88,1.29,14.0,-21.7,4.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
119552.0,SBI Mutual Fund,SBI Bluechip Fund - Direct Plan - Growth,Large Cap,,Direct,,,0.66,,,,,,,07_scheme_performance.csv,,,,1231.0,,,,,,,,,,,,,,15.25,11.3,14.23,9.52,1.78,0.87,0.81,1.29,14.0,-24.43,3.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
119598.0,SBI Mutual Fund,SBI Small Cap Fund - Regular Plan - Growth,Small Cap,,Regular,,,1.43,,,,,,,07_scheme_performance.csv,,,,19259.0,,,,,,,,,,,,,,24.56,23.39,20.67,22.16,1.23,0.89,0.94,1.35,25.0,-13.35,5.0,Very High,,,,,,,,,,,,,,,,,,,,,,
119599.0,SBI Mutual Fund,SBI Small Cap Fund - Direct Plan - Growth,Small Cap,,Direct,,,0.72,,,,,,,07_scheme_performance.csv,,,,36061.0,,,,,,,,,,,,,,20.59,23.14,21.82,22.01,1.13,1.04,0.93,1.67,25.0,-24.78,4.0,Very High,,,,,,,,,,,,,,,,,,,,,,
119120.0,SBI Mutual Fund,SBI Magnum Gilt Fund - Regular Plan - Growth,Gilt,,Regular,,,0.77,,,,,,,07_scheme_performance.csv,,,,24101.0,,,,,,,,,,,,,,5.34,6.07,5.43,4.47,1.6,0.22,1.52,2.11,4.0,-2.3,5.0,Low,,,,,,,,,,,,,,,,,,,,,,
100016.0,HDFC Mutual Fund,HDFC Top 100 Fund - Regular Plan - Growth,Large Cap,,Regular,,,1.55,,,,,,,07_scheme_performance.csv,,,,6434.0,,,,,,,,,,,,,,10.94,14.84,11.32,14.06,0.78,0.97,1.06,1.7,14.0,-17.41,5.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
125497.0,HDFC Mutual Fund,HDFC Top 100 Fund - Direct Plan - Growth,Large Cap,,Direct,,,0.92,,,,,,,07_scheme_performance.csv,,,,10611.0,,,,,,,,,,,,,,11.48,13.38,13.48,12.25,1.13,0.97,0.96,1.45,14.0,-33.5,4.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
100033.0,HDFC Mutual Fund,HDFC Mid-Cap Opportunities Fund - Regular - Growth,Mid Cap,,Regular,,,1.38,,,,,,,07_scheme_performance.csv,,,,23185.0,,,,,,,,,,,,,,15.43,16.58,17.69,15.63,0.95,0.91,0.87,1.44,19.0,-13.67,5.0,High,,,,,,,,,,,,,,,,,,,,,,
125498.0,HDFC Mutual Fund,HDFC Mid-Cap Opportunities Fund - Direct - Growth,Mid Cap,,Direct,,,0.78,,,,,,,07_scheme_performance.csv,,,,18792.0,,,,,,,,,,,,,,19.98,15.29,15.85,14.39,0.9,1.04,0.8,1.38,19.0,-32.22,4.0,High,,,,,,,,,,,,,,,,,,,,,,
100025.0,HDFC Mutual Fund,HDFC Short Term Debt Fund - Regular - Growth,Short Duration,,Regular,,,0.56,,,,,,,07_scheme_performance.csv,,,,27953.0,,,,,,,,,,,,,,6.83,7.37,6.41,5.39,1.98,0.44,1.84,2.79,4.0,-6.01,3.0,Low,,,,,,,,,,,,,,,,,,,,,,
120503.0,ICICI Prudential MF,ICICI Pru Bluechip Fund - Regular - Growth,Large Cap,,Regular,,,1.42,,,,,,,07_scheme_performance.csv,,,,36022.0,,,,,,,,,,,,,,15.63,11.54,11.46,10.88,0.66,0.96,0.82,1.12,14.0,-25.91,4.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
120504.0,ICICI Prudential MF,ICICI Pru Bluechip Fund - Direct - Growth,Large Cap,,Direct,,,0.8,,,,,,,07_scheme_performance.csv,,,,41553.0,,,,,,,,,,,,,,14.12,14.41,13.02,13.53,0.88,1.03,1.03,1.27,14.0,-26.59,3.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
120505.0,ICICI Prudential MF,ICICI Pru Midcap Fund - Regular - Growth,Mid Cap,,Regular,,,1.36,,,,,,,07_scheme_performance.csv,,,,979.0,,,,,,,,,,,,,,14.02,18.08,17.55,17.19,0.89,1.0,0.95,1.45,19.0,-21.84,3.0,High,,,,,,,,,,,,,,,,,,,,,,
120506.0,ICICI Prudential MF,ICICI Pru Value Discovery Fund - Regular - Growth,Value,,Regular,,,1.41,,,,,,,07_scheme_performance.csv,,,,2571.0,,,,,,,,,,,,,,16.67,14.76,12.6,14.21,0.55,0.92,0.98,1.5,15.0,-21.89,4.0,Moderately High,,,,,,,,,,,,,,,,,,,,,,
120507.0,ICICI Prudential MF,ICICI Pru Liquid Fund - Regular - Growth,Liquid,,Regular,,,0.74,,,,,,,07_scheme_performance.csv,,,,39116.0,,,,,,,,,,,,,,8.89,7.68,7.94,5.83,1.85,0.26,7.68,10.37,0.5,-2.62,5.0,Low,,,,,,,,,,,,,,,,,,,,,,
118632.0,Nippon India MF,Nippon India Large Cap Fund - Regular - Growth,Large Cap,,Regular,,,1.51,,,,,,,07_scheme_performance.csv,,,,20909.0,,,,,,,,,,,,,,15.84,14.0,14.7,13.14,0.86,0.88,1.0,1.68,14.0,-16.07,4.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
118633.0,Nippon India MF,Nippon India Large Cap Fund - Direct - Growth,Large Cap,,Direct,,,0.72,,,,,,,07_scheme_performance.csv,,,,39475.0,,,,,,,,,,,,,,14.42,12.33,14.72,10.63,1.7,1.02,0.88,1.48,14.0,-18.14,3.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
118634.0,Nippon India MF,Nippon India Small Cap Fund - Regular - Growth,Small Cap,,Regular,,,1.53,,,,,,,07_scheme_performance.csv,,,,43630.0,,,,,,,,,,,,,,21.3,20.15,21.88,19.35,0.8,1.03,0.81,1.14,25.0,-30.87,4.0,Very High,,,,,,,,,,,,,,,,,,,,,,
118635.0,Nippon India MF,Nippon India ETF Nifty 50 BeES,Index/ETF,,Direct,,,0.89,,,,,,,07_scheme_performance.csv,,,,20284.0,,,,,,,,,,,,,,10.14,11.77,12.31,9.97,1.8,1.04,0.91,1.24,13.0,-26.75,5.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
118636.0,Nippon India MF,Nippon India Gilt Securities Fund - Regular - Growth,Gilt,,Regular,,,0.55,,,,,,,07_scheme_performance.csv,,,,30030.0,,,,,,,,,,,,,,6.19,5.31,8.71,4.42,0.89,0.37,1.33,2.38,4.0,-2.23,4.0,Low,,,,,,,,,,,,,,,,,,,,,,
120841.0,Kotak Mahindra MF,Kotak Bluechip Fund - Regular - Growth,Large Cap,,Regular,,,1.59,,,,,,,07_scheme_performance.csv,,,,35585.0,,,,,,,,,,,,,,14.37,12.25,13.42,10.98,1.27,0.93,0.87,1.34,14.0,-17.86,3.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
120842.0,Kotak Mahindra MF,Kotak Emerging Equity Fund - Regular - Growth,Mid Cap,,Regular,,,1.56,,,,,,,07_scheme_performance.csv,,,,47469.0,,,,,,,,,,,,,,17.12,18.23,17.75,16.32,1.91,1.0,0.96,1.27,19.0,-21.92,4.0,High,,,,,,,,,,,,,,,,,,,,,,
120843.0,Kotak Mahindra MF,Kotak Flexicap Fund - Regular - Growth,Flexi Cap,,Regular,,,1.45,,,,,,,07_scheme_performance.csv,,,,35012.0,,,,,,,,,,,,,,15.74,15.65,13.5,13.8,1.85,0.95,0.98,1.57,16.0,-19.5,5.0,Moderately High,,,,,,,,,,,,,,,,,,,,,,
120844.0,Kotak Mahindra MF,Kotak Liquid Fund - Regular - Growth,Liquid,,Regular,,,0.6,,,,,,,07_scheme_performance.csv,,,,27623.0,,,,,,,,,,,,,,4.26,6.18,8.26,4.66,1.52,0.47,6.18,9.7,0.5,-3.81,3.0,Low,,,,,,,,,,,,,,,,,,,,,,
119092.0,Axis Mutual Fund,Axis Bluechip Fund - Regular - Growth,Large Cap,,Regular,,,1.64,,,,,,,07_scheme_performance.csv,,,,25803.0,,,,,,,,,,,,,,11.82,11.84,14.14,10.43,1.41,0.91,0.85,1.25,14.0,-27.54,4.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
119093.0,Axis Mutual Fund,Axis Bluechip Fund - Direct - Growth,Large Cap,,Direct,,,0.75,,,,,,,07_scheme_performance.csv,,,,15866.0,,,,,,,,,,,,,,13.95,12.14,13.66,10.71,1.43,0.87,0.87,1.54,14.0,-17.4,4.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
119094.0,Axis Mutual Fund,Axis Midcap Fund - Regular - Growth,Mid Cap,,Regular,,,1.38,,,,,,,07_scheme_performance.csv,,,,28996.0,,,,,,,,,,,,,,14.88,15.18,18.94,13.76,1.42,1.0,0.8,1.18,19.0,-32.38,5.0,High,,,,,,,,,,,,,,,,,,,,,,
119095.0,Axis Mutual Fund,Axis Small Cap Fund - Regular - Growth,Small Cap,,Regular,,,1.38,,,,,,,07_scheme_performance.csv,,,,21545.0,,,,,,,,,,,,,,21.97,20.98,22.62,20.47,0.51,1.0,0.84,1.4,25.0,-14.45,4.0,Very High,,,,,,,,,,,,,,,,,,,,,,
101206.0,Aditya Birla Sun Life MF,ABSL Frontline Equity Fund - Regular - Growth,Large Cap,,Regular,,,1.6,,,,,,,07_scheme_performance.csv,,,,23500.0,,,,,,,,,,,,,,14.82,13.78,12.86,12.44,1.34,1.03,0.98,1.25,14.0,-15.07,5.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
101207.0,Aditya Birla Sun Life MF,ABSL Small Cap Fund - Regular - Growth,Small Cap,,Regular,,,1.53,,,,,,,07_scheme_performance.csv,,,,41613.0,,,,,,,,,,,,,,24.93,22.38,23.8,20.54,1.84,0.97,0.9,1.47,25.0,-23.61,5.0,Very High,,,,,,,,,,,,,,,,,,,,,,
101208.0,Aditya Birla Sun Life MF,ABSL Liquid Fund - Regular - Growth,Liquid,,Regular,,,0.79,,,,,,,07_scheme_performance.csv,,,,38995.0,,,,,,,,,,,,,,6.18,5.14,7.95,3.96,1.18,0.43,5.14,8.76,0.5,-3.66,5.0,Low,,,,,,,,,,,,,,,,,,,,,,
102885.0,UTI Mutual Fund,UTI Nifty 50 Index Fund - Regular - Growth,Index,,Regular,,,1.57,,,,,,,07_scheme_performance.csv,,,,7350.0,,,,,,,,,,,,,,13.76,12.1,11.31,11.17,0.93,0.9,0.93,1.29,13.0,-24.42,4.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
102886.0,UTI Mutual Fund,UTI Mid Cap Fund - Regular - Growth,Mid Cap,,Regular,,,1.51,,,,,,,07_scheme_performance.csv,,,,41728.0,,,,,,,,,,,,,,16.3,15.61,15.86,14.49,1.12,0.92,0.82,1.21,19.0,-13.43,5.0,High,,,,,,,,,,,,,,,,,,,,,,
102887.0,UTI Mutual Fund,UTI Flexi Cap Fund - Regular - Growth,Flexi Cap,,Regular,,,1.64,,,,,,,07_scheme_performance.csv,,,,17912.0,,,,,,,,,,,,,,17.43,15.34,15.78,13.55,1.79,1.0,0.96,1.37,16.0,-12.14,5.0,Moderately High,,,,,,,,,,,,,,,,,,,,,,
148567.0,Mirae Asset MF,Mirae Asset Large Cap Fund - Regular - Growth,Large Cap,,Regular,,,1.46,,,,,,,07_scheme_performance.csv,,,,11361.0,,,,,,,,,,,,,,15.12,14.81,12.68,13.19,1.62,0.96,1.06,1.66,14.0,-17.07,5.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
148568.0,Mirae Asset MF,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Large & Mid Cap,,Regular,,,1.52,,,,,,,07_scheme_performance.csv,,,,49046.0,,,,,,,,,,,,,,14.91,14.56,15.68,12.86,1.7,0.99,0.91,1.55,16.0,-33.15,5.0,Moderately High,,,,,,,,,,,,,,,,,,,,,,
148569.0,Mirae Asset MF,Mirae Asset Tax Saver Fund - Regular - Growth,ELSS,,Regular,,,1.6,,,,,,,07_scheme_performance.csv,,,,2989.0,,,,,,,,,,,,,,11.16,13.58,14.26,13.04,0.54,0.98,0.8,1.03,17.0,-22.62,5.0,High,,,,,,,,,,,,,,,,,,,,,,
149322.0,DSP Mutual Fund,DSP Top 100 Equity Fund - Regular - Growth,Large Cap,,Regular,,,1.54,,,,,,,07_scheme_performance.csv,,,,41828.0,,,,,,,,,,,,,,11.96,12.82,12.35,11.0,1.82,0.91,0.92,1.63,14.0,-21.7,5.0,Moderate,,,,,,,,,,,,,,,,,,,,,,
149323.0,DSP Mutual Fund,DSP Midcap Fund - Regular - Growth,Mid Cap,,Regular,,,1.61,,,,,,,07_scheme_performance.csv,,,,37835.0,,,,,,,,,,,,,,14.12,17.16,19.0,16.14,1.02,0.98,0.9,1.5,19.0,-26.99,4.0,High,,,,,,,,,,,,,,,,,,,,,,
149324.0,DSP Mutual Fund,DSP Small Cap Fund - Regular - Growth,Small Cap,,Regular,,,1.52,,,,,,,07_scheme_performance.csv,,,,35124.0,,,,,,,,,,,,,,20.2,20.08,20.61,19.39,0.69,0.98,0.8,1.23,25.0,-17.01,4.0,Very High,,,,,,,,,,,,,,,,,,,,,,
119092.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003054,2024-01-01,SIP,1834.0,Telangana,Hyderabad,T30,56+,Female,77.1,UPI,Verified,,,,,,,,,,
148567.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002952,2024-01-01,Redemption,392882.0,Punjab,Amritsar,B30,18-25,Male,7.1,Cheque,Verified,,,,,,,,,,
118636.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003420,2024-01-01,SIP,912.0,Haryana,Faridabad,B30,36-45,Male,47.2,Mandate,Verified,,,,,,,,,,
118634.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003436,2024-01-01,SIP,1102.0,Maharashtra,Mumbai,T30,36-45,Female,54.4,Cheque,Pending,,,,,,,,,,
119094.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004691,2024-01-01,Lumpsum,8682.0,Delhi,Noida,T30,26-35,Male,14.5,Net Banking,Pending,,,,,,,,,,
101208.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001497,2024-01-01,SIP,3295.0,Maharashtra,Mumbai,T30,36-45,Male,56.8,Mandate,Verified,,,,,,,,,,
101208.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000786,2024-01-01,SIP,15047.0,Madhya Pradesh,Bhopal,B30,26-35,Male,17.9,Mandate,Verified,,,,,,,,,,
100016.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000616,2024-01-01,SIP,933.0,Maharashtra,Nashik,B30,36-45,Male,50.4,Mandate,Verified,,,,,,,,,,
119120.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003670,2024-01-01,SIP,10672.0,Punjab,Chandigarh,T30,36-45,Male,38.4,Net Banking,Verified,,,,,,,,,,
148567.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002054,2024-01-01,SIP,1111.0,Telangana,Hyderabad,T30,26-35,Male,17.8,Net Banking,Verified,,,,,,,,,,
101208.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002592,2024-01-01,Lumpsum,411860.0,Madhya Pradesh,Bhopal,B30,26-35,Female,15.7,Mandate,Verified,,,,,,,,,,
118636.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001023,2024-01-01,SIP,4865.0,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Net Banking,Verified,,,,,,,,,,
120843.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002893,2024-01-01,SIP,8472.0,Telangana,Hyderabad,T30,56+,Male,69.4,UPI,Pending,,,,,,,,,,
102885.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000797,2024-01-01,SIP,58257.0,Rajasthan,Jaipur,T30,36-45,Female,53.7,Net Banking,Verified,,,,,,,,,,
118636.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000368,2024-01-01,Redemption,339882.0,Uttar Pradesh,Agra,B30,26-35,Male,16.2,UPI,Verified,,,,,,,,,,
119095.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000548,2024-01-01,SIP,1607.0,Karnataka,Mysore,B30,36-45,Male,53.2,Cheque,Verified,,,,,,,,,,
149322.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000600,2024-01-01,SIP,20890.0,Maharashtra,Mumbai,T30,26-35,Male,17.3,Net Banking,Verified,,,,,,,,,,
119599.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004347,2024-01-01,SIP,1862.0,West Bengal,Kolkata,T30,36-45,Male,20.5,Net Banking,Verified,,,,,,,,,,
120504.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000437,2024-01-01,SIP,900.0,Telangana,Hyderabad,T30,26-35,Female,6.1,UPI,Verified,,,,,,,,,,
120842.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000609,2024-01-01,SIP,8493.0,Tamil Nadu,Coimbatore,B30,18-25,Male,3.9,Mandate,Verified,,,,,,,,,,
118636.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000428,2024-01-01,SIP,9146.0,Delhi,Gurugram,T30,36-45,Male,27.2,Mandate,Verified,,,,,,,,,,
101207.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003329,2024-01-01,Lumpsum,295055.0,Madhya Pradesh,Indore,T30,56+,Male,25.2,Mandate,Verified,,,,,,,,,,
100025.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000968,2024-01-01,Lumpsum,497564.0,Tamil Nadu,Chennai,T30,36-45,Female,37.1,UPI,Verified,,,,,,,,,,
102885.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004154,2024-01-01,SIP,1897.0,Karnataka,Mysore,B30,18-25,Male,4.7,Net Banking,Verified,,,,,,,,,,
148567.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000234,2024-01-01,SIP,28094.0,Tamil Nadu,Coimbatore,B30,26-35,Male,23.8,Mandate,Verified,,,,,,,,,,
148567.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002885,2024-01-01,Lumpsum,430566.0,Delhi,Gurugram,T30,26-35,Male,23.4,Cheque,Pending,,,,,,,,,,
102885.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002157,2024-01-01,Lumpsum,112928.0,Punjab,Chandigarh,T30,26-35,Male,16.9,Mandate,Verified,,,,,,,,,,
120505.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001665,2024-01-01,SIP,3322.0,Telangana,Hyderabad,T30,36-45,Male,35.1,Mandate,Verified,,,,,,,,,,
120841.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002328,2024-01-01,SIP,29901.0,Haryana,Gurugram,T30,26-35,Male,11.6,Cheque,Verified,,,,,,,,,,
119599.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004174,2024-01-01,SIP,57353.0,Rajasthan,Udaipur,B30,18-25,Male,4.7,Mandate,Verified,,,,,,,,,,
120503.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004918,2024-01-01,Redemption,153828.0,Punjab,Amritsar,B30,56+,Female,46.9,UPI,Verified,,,,,,,,,,
120506.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000478,2024-01-01,SIP,59382.0,Gujarat,Surat,T30,36-45,Female,16.5,UPI,Verified,,,,,,,,,,
119552.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000467,2024-01-01,SIP,2623.0,Karnataka,Bangalore,T30,18-25,Female,7.1,Cheque,Verified,,,,,,,,,,
118636.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000603,2024-01-01,SIP,2858.0,West Bengal,Kolkata,T30,26-35,Male,17.3,Mandate,Verified,,,,,,,,,,
102886.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004770,2024-01-01,Lumpsum,92031.0,Gujarat,Surat,T30,18-25,Female,5.2,Mandate,Verified,,,,,,,,,,
118634.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004648,2024-01-01,SIP,17860.0,Maharashtra,Pune,T30,36-45,Male,54.3,Mandate,Pending,,,,,,,,,,
101208.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002432,2024-01-01,SIP,3513.0,Haryana,Gurugram,T30,46-55,Female,48.1,Net Banking,Verified,,,,,,,,,,
120844.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002338,2024-01-01,Lumpsum,292991.0,Delhi,New Delhi,T30,26-35,Male,23.6,UPI,Verified,,,,,,,,,,
101208.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001041,2024-01-01,SIP,8547.0,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Cheque,Verified,,,,,,,,,,
148567.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001400,2024-01-01,SIP,10696.0,Tamil Nadu,Coimbatore,B30,36-45,Male,36.5,Mandate,Verified,,,,,,,,,,
101208.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000852,2024-01-01,SIP,15916.0,Maharashtra,Nashik,B30,26-35,Female,18.1,UPI,Verified,,,,,,,,,,
120504.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004915,2024-01-01,SIP,14096.0,Uttar Pradesh,Kanpur,B30,26-35,Male,9.6,Cheque,Verified,,,,,,,,,,
120844.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002984,2024-01-01,Redemption,230179.0,Delhi,Gurugram,T30,26-35,Male,18.1,Mandate,Verified,,,,,,,,,,
102886.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002782,2024-01-01,Lumpsum,250209.0,Punjab,Chandigarh,T30,18-25,Male,3.7,UPI,Verified,,,,,,,,,,
118632.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002316,2024-01-01,SIP,4715.0,Punjab,Amritsar,B30,26-35,Male,16.7,Cheque,Verified,,,,,,,,,,
125498.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000097,2024-01-01,Redemption,527377.0,Karnataka,Mysore,B30,18-25,Male,6.0,Net Banking,Verified,,,,,,,,,,
125498.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002139,2024-01-01,Redemption,359482.0,Haryana,Gurugram,T30,36-45,Female,28.6,Mandate,Verified,,,,,,,,,,
101208.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002219,2024-01-01,Redemption,525983.0,Karnataka,Mysore,B30,26-35,Male,6.9,Mandate,Verified,,,,,,,,,,
