investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002996,2024-01-04,120507,Lumpsum,427873,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Net Banking,Pending
INV000049,2024-01-04,119094,SIP,13494,Maharashtra,Nashik,B30,36-45,Male,23.8,Cheque,Verified
INV004030,2024-01-04,120504,SIP,2252,Uttar Pradesh,Lucknow,T30,18-25,Female,4.4,Mandate,Verified
INV003847,2024-01-04,125497,Redemption,66045,Telangana,Hyderabad,T30,26-35,Male,19.7,Mandate,Verified
INV004970,2024-01-04,102886,Lumpsum,41075,Maharashtra,Nashik,B30,36-45,Female,27.6,Net Banking,Verified
INV002134,2024-01-04,119552,SIP,5099,Rajasthan,Udaipur,B30,26-35,Male,24.8,Mandate,Verified
INV003047,2024-01-04,118636,Lumpsum,317302,Maharashtra,Mumbai,T30,46-55,Male,40.0,Cheque,Verified
INV004899,2024-01-04,120842,SIP,1081,Delhi,New Delhi,T30,36-45,Male,39.4,Net Banking,Verified
INV004896,2024-01-04,149324,Lumpsum,251783,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified
INV003023,2024-01-04,118633,SIP,872,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Cheque,Verified
INV002823,2024-01-04,118633,SIP,53710,Telangana,Hyderabad,T30,26-35,Male,21.5,Net Banking,Verified
INV003509,2024-01-04,149323,SIP,6149,Haryana,Gurugram,T30,36-45,Male,14.5,Mandate,Verified
INV003047,2024-01-04,148568,SIP,4437,Maharashtra,Mumbai,T30,46-55,Male,40.0,Mandate,Verified
INV001175,2024-01-04,119120,SIP,21148,Punjab,Chandigarh,T30,36-45,Male,33.5,Cheque,Verified
INV000134,2024-01-04,119552,SIP,13078,Punjab,Chandigarh,T30,36-45,Female,50.2,Mandate,Verified
INV003565,2024-01-04,119095,SIP,2454,Gujarat,Surat,T30,26-35,Male,12.0,Net Banking,Verified
INV002826,2024-01-04,119095,SIP,543,Haryana,Gurugram,T30,26-35,Male,20.5,Mandate,Pending
INV004096,2024-01-04,149323,SIP,25101,Tamil Nadu,Coimbatore,B30,36-45,Male,57.1,Cheque,Pending
INV000074,2024-01-04,120504,SIP,7798,Rajasthan,Jaipur,T30,26-35,Female,8.4,Mandate,Pending
INV004911,2024-01-04,149324,SIP,47812,West Bengal,Kolkata,T30,26-35,Female,9.4,UPI,Verified
INV001594,2024-01-04,119095,SIP,3533,Madhya Pradesh,Bhopal,B30,26-35,Male,13.9,Cheque,Verified
INV004079,2024-01-04,120843,SIP,432,Karnataka,Bangalore,T30,36-45,Female,57.2,Net Banking,Verified
INV003396,2024-01-04,119599,SIP,2810,Karnataka,Mysore,B30,26-35,Male,23.4,Net Banking,Verified
INV004066,2024-01-04,120841,SIP,15405,Gujarat,Surat,T30,46-55,Male,30.8,Net Banking,Verified
INV001131,2024-01-04,119551,SIP,445,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,UPI,Verified
INV002681,2024-01-04,100025,SIP,8884,Maharashtra,Nashik,B30,18-25,Female,7.2,UPI,Verified
INV000371,2024-01-04,119120,SIP,5416,Uttar Pradesh,Agra,B30,26-35,Male,14.6,Cheque,Pending
INV001717,2024-01-04,120505,Lumpsum,351527,Karnataka,Mysore,B30,26-35,Male,23.2,UPI,Verified
INV000799,2024-01-04,125497,SIP,3274,Madhya Pradesh,Indore,T30,18-25,Male,4.6,Net Banking,Verified
INV004497,2024-01-04,118635,Redemption,453909,Rajasthan,Jaipur,T30,26-35,Female,13.3,Mandate,Verified
INV000369,2024-01-04,102886,Lumpsum,69084,Delhi,Gurugram,T30,26-35,Male,20.7,UPI,Verified
INV003675,2024-01-04,119598,SIP,5637,West Bengal,Kolkata,T30,56+,Male,63.9,Net Banking,Verified
INV004109,2024-01-04,120503,Lumpsum,160487,Uttar Pradesh,Lucknow,T30,56+,Female,59.8,UPI,Verified
INV004281,2024-01-04,120507,Lumpsum,78516,Rajasthan,Jaipur,T30,26-35,Female,15.9,Net Banking,Verified
INV000269,2024-01-04,119552,SIP,4719,Punjab,Amritsar,B30,46-55,Male,47.3,Cheque,Verified
INV003288,2024-01-04,102886,SIP,45897,Punjab,Chandigarh,T30,56+,Male,57.9,Cheque,Pending
INV000289,2024-01-04,101206,SIP,3127,Delhi,Gurugram,T30,36-45,Male,54.2,Net Banking,Verified
INV003820,2024-01-04,100033,SIP,894,Tamil Nadu,Chennai,T30,56+,Male,61.2,Mandate,Verified
